text;labels
Rzecznik Praw Obywatelskich nie mo¿e zajmowaæ innego stanowiska, z wyj¹tkiem stanowiska profesora szko³y wy¿szej, ani wykonywaæ innych zajêæ zawodowych;konstytucja
Rzecznik Praw Obywatelskich nie mo¿e nale¿eæ do partii politycznej, zwi¹zku zawodowego ani prowadziæ dzia³alnoœci publicznej nie daj¹cej siê pogodziæ z godnoœci¹ jego urzêdu;konstytucja
Rzecznik Praw Obywatelskich jest w swojej dzia³alnoœci niezawis³y, niezale¿ny od innych organów pañstwowych i odpowiada jedynie przed Sejmem na zasadach okreœlonych w ustawie;konstytucja
Rzecznik Praw Obywatelskich nie mo¿e byæ bez uprzedniej zgody Sejmu poci¹gniêty do odpowiedzialnoœci karnej ani pozbawiony wolnoœci;konstytucja
Rzecznik Praw Obywatelskich nie mo¿e byæ zatrzymany lub aresztowany, z wyj¹tkiem ujêcia go na gor¹cym uczynku przestêpstwa i je¿eli jego zatrzymanie jest niezbêdne do zapewnienia prawid³owego toku postêpowania;konstytucja
O zatrzymaniu niezw³ocznie powiadamia siê Marsza³ka Sejmu, który mo¿e nakazaæ natychmiastowe zwolnienie zatrzymanego;konstytucja
Rzecznik Praw Obywatelskich corocznie informuje Sejm i Senat o swojej dzia³alnoœci oraz o stanie przestrzegania wolnoœci i praw cz³owieka i obywatela;konstytucja
Krajowa Rada Radiofonii i TelewizjiArt;konstytucja
Krajowa Rada Radiofonii i Telewizji stoi na stra¿y wolnoœci s³owa, prawa do informacji oraz interesu publicznego w radiofonii i telewizji;konstytucja
Krajowa Rada Radiofonii i Telewizji wydaje rozporz¹dzenia, a w sprawach indywidualnych podejmuje uchwa³y;konstytucja
Cz³onkowie Krajowej Rady Radiofonii i Telewizji s¹ powo³ywani przez Sejm, Senat i Prezydenta Rzeczypospolitej;konstytucja
Cz³onek Krajowej Rady Radiofonii i Telewizji nie mo¿e nale¿eæ do partii politycznej, zwi¹zku zawodowego ani prowadziæ dzia³alnoœci publicznej nie daj¹cej siê pogodziæ z godnoœci¹ pe³nionej funkcji;konstytucja
Zasady i tryb dzia³ania Krajowej Rady Radiofonii i Telewizji, jej organizacjê oraz szczegó³owe zasady powo³ywania jej cz³onków okreœla ustawa;konstytucja
Œrodki finansowe na cele publiczne s¹ gromadzone i wydatkowane w sposób okreœlony w ustawie;konstytucja
Nabywanie, zbywanie i obci¹¿anie nieruchomoœci, udzia³ów lub akcji oraz emisja papierów wartoœciowych przez Skarb Pañstwa, Narodowy Bank Polski lub inne pañstwowe osoby prawne nastêpuje na zasadach i w trybie okreœlonych w ustawie;konstytucja
Ustanowienie monopolu nastêpuje w drodze ustawy;konstytucja
Zaci¹ganie po¿yczek oraz udzielanie gwarancji i porêczeñ finansowych przez pañstwo nastêpuje na zasadach i w trybie okreœlonych w ustawie;konstytucja
Nie wolno zaci¹gaæ po¿yczek lub udzielaæ gwarancji i porêczeñ finansowych, w nastêpstwie których pañstwowy d³ug publiczny przekroczy 3/5 wartoœci rocznego produktu krajowego brutto;konstytucja
Sposób obliczania wartoœci rocznego produktu krajowego brutto oraz pañstwowego d³ugu publicznego okreœla ustawa;konstytucja
Nak³adanie podatków, innych danin publicznych, okreœlanie podmiotów, przedmiotów opodatkowania i stawek podatkowych, a tak¿e zasad przyznawania ulg i umorzeñ oraz kategorii podmiotów zwolnionych od podatków nastêpuje w drodze ustawy;konstytucja
Organizacjê Skarbu Pañstwa oraz sposób zarz¹dzania maj¹tkiem Skarbu Pañstwa okreœla ustawa;konstytucja
Sejm uchwala bud¿et pañstwa na rok bud¿etowy w formie ustawy bud¿etowej;konstytucja
Zasady i tryb opracowania projektu bud¿etu pañstwa, stopieñ jego szczegó³owoœci oraz wymagania, którym powinien odpowiadaæ projekt ustawy bud¿etowej, a tak¿e zasady i tryb wykonywania ustawy bud¿etowej okreœla ustawa;konstytucja
W wyj¹tkowych przypadkach dochody i wydatki pañstwa w okresie krótszym ni¿ rok mo¿e okreœlaæ ustawa o prowizorium bud¿etowym;konstytucja
Przepisy dotycz¹ce projektu ustawy bud¿etowej stosuje siê odpowiednio do projektu ustawy o prowizorium bud¿etowym;konstytucja
Je¿eli ustawa bud¿etowa albo ustawa o prowizorium bud¿etowym nie wesz³y w ¿ycie w dniu rozpoczêcia roku bud¿etowego, Rada Ministrów prowadzi gospodarkê finansow¹ na podstawie przed³o¿onego projektu ustawy;konstytucja
Zwiêkszenie wydatków lub ograniczenie dochodów planowanych przez Radê Ministrów nie mo¿e powodowaæ ustalenia przez Sejm wiêkszego deficytu bud¿etowego ni¿ przewidziany w projekcie ustawy bud¿etowej;konstytucja
Ustawa bud¿etowa nie mo¿e przewidywaæ pokrywania deficytu bud¿etowego przez zaci¹ganie zobowi¹zania w centralnym banku pañstwa;konstytucja
Inicjatywa ustawodawcza w zakresie ustawy bud¿etowej, ustawy o prowizorium bud¿etowym, zmiany ustawy bud¿etowej, ustawy o zaci¹ganiu d³ugu publicznego oraz ustawy o udzielaniu gwarancji finansowych przez pañstwo przys³uguje wy³¹cznie Radzie Ministrów;konstytucja
Rada Ministrów przedk³ada Sejmowi najpóŸniej na 3 miesi¹ce przed rozpoczêciem roku bud¿etowego projekt ustawy bud¿etowej na rok nastêpny;konstytucja
W wyj¹tkowych przypadkach mo¿liwe jest póŸniejsze przed³o¿enie projektu;konstytucja
Senat mo¿e uchwaliæ poprawki do ustawy bud¿etowej w ci¹gu 20 dni od dnia przekazania jej Senatowi;konstytucja
Prezydent Rzeczypospolitej podpisuje w ci¹gu 7 dni ustawê bud¿etow¹ albo ustawê o prowizorium bud¿etowym przedstawion¹ przez Marsza³ka Sejmu;konstytucja
Do ustawy bud¿etowej i ustawy o prowizorium bud¿etowym nie stosuje siê przepisu art. 122 ustawa 5;konstytucja
W przypadku zwrócenia siê Prezydenta Rzeczypospolitej do Trybuna³u Konstytucyjnego w sprawie zgodnoœci z Konstytucj¹ ustawy bud¿etowej albo ustawy o prowizorium bud¿etowym przed jej podpisaniem, Trybuna³ orzeka w tej sprawie nie póŸniej ni¿ w ci¹gu 2 miesiêcy od dnia z³o¿enia wniosku w Trybunale;konstytucja
Je¿eli w ci¹gu 4 miesiêcy od dnia przed³o¿enia Sejmowi projektu ustawy bud¿etowej nie zostanie ona przedstawiona Prezydentowi Rzeczypospolitej do podpisu, Prezydent Rzeczypospolitej mo¿e w ci¹gu 14 dni zarz¹dziæ skrócenie kadencji Sejmu;konstytucja
Rada Ministrów w ci¹gu 5 miesiêcy od zakoñczenia roku bud¿etowego przedk³ada Sejmowi sprawozdanie z wykonania ustawy bud¿etowej wraz z informacj¹ o stanie zad³u¿enia pañstwa;konstytucja
Sejm rozpatruje przed³o¿one sprawozdanie i po zapoznaniu siê z opini¹ Najwy¿szej Izby Kontroli podejmuje, w ci¹gu 90 dni od dnia przed³o¿enia Sejmowi sprawozdania, uchwa³ê o udzieleniu lub o odmowie udzielenia Radzie Ministrów absolutorium;konstytucja
Centralnym bankiem pañstwa jest Narodowy Bank Polski;konstytucja
Przys³uguje mu wy³¹czne prawo emisji pieni¹dza oraz ustalania i realizowania polityki pieniê¿nej;konstytucja
Narodowy Bank Polski odpowiada za wartoœæ polskiego pieni¹dza;konstytucja
Organami Narodowego Banku Polskiego s¹: Prezes Narodowego Banku Polskiego, Rada Polityki Pieniê¿nej oraz Zarz¹d Narodowego Banku Polskiego;konstytucja
Prezes Narodowego Banku Polskiego jest powo³ywany przez Sejm na wniosek Prezydenta Rzeczypospolitej na 6 lat;konstytucja
Prezes Narodowego Banku Polskiego nie mo¿e nale¿eæ do partii politycznej, zwi¹zku zawodowego ani prowadziæ dzia³alnoœci publicznej nie daj¹cej siê pogodziæ z godnoœci¹ jego urzêdu;konstytucja
W sk³ad Rady Polityki Pieniê¿nej wchodz¹ Prezes Narodowego Banku Polskiego jako przewodnicz¹cy oraz osoby wyró¿niaj¹ce siê wiedz¹ z zakresu finansów, powo³ywane na 6 lat, w równej liczbie przez Prezydenta Rzeczypospolitej, Sejm i Senat;konstytucja
Rada Polityki Pieniê¿nej ustala corocznie za³o¿enia polityki pieniê¿nej i przedk³ada je do wiadomoœci Sejmowi równoczeœnie z przed³o¿eniem przez Radê Ministrów projektu ustawy bud¿etowej;konstytucja
Rada Polityki Pieniê¿nej, w ci¹gu 5 miesiêcy od zakoñczenia roku bud¿etowego, sk³ada Sejmowi sprawozdanie z wykonania za³o¿eñ polityki pieniê¿nej;konstytucja
Organizacjê i zasady dzia³ania Narodowego Banku Polskiego oraz szczegó³owe zasady powo³ywania i odwo³ywania jego organów okreœla ustawa;konstytucja
W sytuacjach szczególnych zagro¿eñ, je¿eli zwyk³e œrodki konstytucyjne s¹ niewystarczaj¹ce, mo¿e zostaæ wprowadzony odpowiedni stan nadzwyczajny: stan wojenny, stan wyj¹tkowy lub stan klêski ¿ywio³owej;konstytucja
Stan nadzwyczajny mo¿e byæ wprowadzony tylko na podstawie ustawy, w drodze rozporz¹dzenia, które podlega dodatkowemu podaniu do publicznej wiadomoœci;konstytucja
Zasady dzia³ania organów w³adzy publicznej oraz zakres, w jakim mog¹ zostaæ ograniczone wolnoœci i prawa cz³owieka i obywatela w czasie poszczególnych stanów nadzwyczajnych, okreœla ustawa;konstytucja
Ustawa mo¿e okreœliæ podstawy, zakres i tryb wyrównywania strat maj¹tkowych wynikaj¹cych z ograniczenia w czasie stanu nadzwyczajnego wolnoœci i praw cz³owieka i obywatela;konstytucja
Dzia³ania podjête w wyniku wprowadzenia stanu nadzwyczajnego musz¹ odpowiadaæ stopniowi zagro¿enia i powinny zmierzaæ do jak najszybszego przywrócenia normalnego funkcjonowania pañstwa;konstytucja
W czasie stanu nadzwyczajnego nie mog¹ byæ zmienione: Konstytucja, ordynacje wyborcze do Sejmu, Senatu i organów samorz¹du terytorialnego, ustawa o wyborze Prezydenta Rzeczypospolitej oraz ustawy o stanach nadzwyczajnych;konstytucja
W czasie stanu nadzwyczajnego oraz w ci¹gu 90 dni po jego zakoñczeniu nie mo¿e byæ skrócona kadencja Sejmu, przeprowadzone referendum ogólnokrajowe, nie mog¹ byæ przeprowadzane wybory do Sejmu, Senatu, organów samorz¹du terytorialnego oraz wybory Prezydenta Rzeczypospolitej, a kadencje tych organów ulegaj¹ odpowiedniemu przed³u¿eniu;konstytucja
Wybory do organów samorz¹du terytorialnego s¹ mo¿liwe tylko tam, gdzie nie zosta³ wprowadzony stan nadzwyczajny;konstytucja
W razie zewnêtrznego zagro¿enia pañstwa, zbrojnej napaœci na terytorium Rzeczypospolitej Polskiej lub gdy z umowy miêdzynarodowej wynika zobowi¹zanie do wspólnej obrony przeciwko agresji, Prezydent Rzeczypospolitej na wniosek Rady Ministrów mo¿e wprowadziæ stan wojenny na czêœci albo na ca³ym terytorium pañstwa;konstytucja
W razie zagro¿enia konstytucyjnego ustroju pañstwa, bezpieczeñstwa obywateli lub porz¹dku publicznego, Prezydent Rzeczypospolitej na wniosek Rady Ministrów mo¿e wprowadziæ, na czas oznaczony, nie d³u¿szy ni¿ 90 dni, stan wyj¹tkowy na czêœci albo na ca³ym terytorium pañstwa;konstytucja
Przed³u¿enie stanu wyj¹tkowego mo¿e nast¹piæ tylko raz, za zgod¹ Sejmu i na czas nie d³u¿szy ni¿ 60 dni;konstytucja
Rozporz¹dzenie o wprowadzeniu stanu wojennego lub wyj¹tkowego Prezydent Rzeczypospolitej przedstawia Sejmowi w ci¹gu 48 godzin od podpisania rozporz¹dzenia;konstytucja
Sejm niezw³ocznie rozpatruje rozporz¹dzenie Prezydenta Rzeczypospolitej;konstytucja
Sejm mo¿e je uchyliæ bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
W celu zapobie¿enia skutkom katastrof naturalnych lub awarii technicznych nosz¹cych znamiona klêski ¿ywio³owej oraz w celu ich usuniêcia Rada Ministrów mo¿e wprowadziæ na czas oznaczony, nie d³u¿szy ni¿ 30 dni, stan klêski ¿ywio³owej na czêœci albo na ca³ym terytorium pañstwa;konstytucja
Przed³u¿enie tego stanu mo¿e nast¹piæ za zgod¹ Sejmu;konstytucja
Ustawa okreœlaj¹ca zakres ograniczeñ wolnoœci i praw cz³owieka i obywatela w czasie stanu wojennego i wyj¹tkowego nie mo¿e ograniczaæ wolnoœci i praw okreœlonych w art. 30 (godnoœæ cz³owieka), art. 34 i art. 36 (obywatelstwo), art. 38 (ochrona ¿ycia), art. 39, art. 40 i art. 41 ustawa 4 (humanitarne traktowanie), art. 42 (ponoszenie odpowiedzialnoœci karnej), art. 45 (dostêp do s¹du), art. 47 (dobra osobiste), art. 53 (sumienie i religia), art. 63 (petycje) oraz art. 48 i art. 72 (rodzina i dziecko);konstytucja
Niedopuszczalne jest ograniczenie wolnoœci i praw cz³owieka i obywatela wy³¹cznie z powodu rasy, p³ci, jêzyka, wyznania lub jego braku, pochodzenia spo³ecznego, urodzenia oraz maj¹tku;konstytucja
Ustawa okreœlaj¹ca zakres ograniczeñ wolnoœci i praw cz³owieka i obywatela w stanie klêski ¿ywio³owej mo¿e ograniczaæ wolnoœci i prawa okreœlone w art. 22 (wolnoœæ dzia³alnoœci gospodarczej), art. 41 ustawa 1, 3 i 5 (wolnoœæ osobista), art. 50 (nienaruszalnoœæ mieszkania), art. 52 ustawa 1 (wolnoœæ poruszania siê i pobytu na terytorium Rzeczypospolitej Polskiej), art. 59 ustawa 3 (prawo do strajku), art. 64 (prawo w³asnoœci), art. 65 ustawa 1 (wolnoœæ pracy), art. 66 ustawa 1 (prawo do bezpiecznych i higienicznych warunków pracy) oraz art. 66 ustawa 2 (prawo do wypoczynku);konstytucja
Je¿eli w czasie stanu wojennego Sejm nie mo¿e zebraæ siê na posiedzenie, Prezydent Rzeczypospolitej na wniosek Rady Ministrów wydaje rozporz¹dzenia z moc¹ ustawy w zakresie i w granicach okreœlonych w art. 228 ustawa 3-5;konstytucja
Rozporz¹dzenia te podlegaj¹ zatwierdzeniu przez Sejm na najbli¿szym posiedzeniu;konstytucja
Rozporz¹dzenia, o których mowa w ustawa 1, maj¹ charakter Ÿróde³ powszechnie obowi¹zuj¹cego prawa;konstytucja
Projekt ustawy o zmianie Konstytucji mo¿e przed³o¿yæ co najmniej 1/5 ustawowej liczby pos³ów, Senat lub Prezydent Rzeczypospolitej;konstytucja
Zmiana Konstytucji nastêpuje w drodze ustawy uchwalonej w jednakowym brzmieniu przez Sejm i nastêpnie w terminie nie d³u¿szym ni¿ 60 dni przez Senat;konstytucja
Pierwsze czytanie projektu ustawy o zmianie Konstytucji mo¿e odbyæ siê nie wczeœniej ni¿ trzydziestego dnia od dnia przed³o¿enia Sejmowi projektu ustawy;konstytucja
Ustawê o zmianie Konstytucji uchwala Sejm wiêkszoœci¹ co najmniej 2/3 g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów oraz Senat bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby senatorów;konstytucja
Uchwalenie przez Sejm ustawy zmieniaj¹cej przepisy rozdzia³ów I, II lub XII Konstytucji mo¿e odbyæ siê nie wczeœniej ni¿ szeœædziesi¹tego dnia po pierwszym czytaniu projektu tej ustawy;konstytucja
Je¿eli ustawa o zmianie Konstytucji dotyczy przepisów rozdzia³u I, II lub XII, podmioty okreœlone w ustawa 1 mog¹ za¿¹daæ, w terminie 45 dni od dnia uchwalenia ustawy przez Senat, przeprowadzenia referendum zatwierdzaj¹cego;konstytucja
Z wnioskiem w tej sprawie podmioty te zwracaj¹ siê do Marsza³ka Sejmu, który zarz¹dza niezw³ocznie przeprowadzenie referendum w ci¹gu 60 dni od dnia z³o¿enia wniosku;konstytucja
Zmiana Konstytucji zostaje przyjêta, je¿eli za t¹ zmian¹ opowiedzia³a siê wiêkszoœæ g³osuj¹cych;konstytucja
Po zakoñczeniu postêpowania okreœlonego w ustawa 4 i 6 Marsza³ek Sejmu przedstawia Prezydentowi Rzeczypospolitej uchwalon¹ ustawê do podpisu;konstytucja
Prezydent Rzeczypospolitej podpisuje ustawê w ci¹gu 21 dni od dnia przedstawienia i zarz¹dza jej og³oszenie w Dzienniku Ustaw Rzeczypospolitej Polskiej;konstytucja
W okresie 2 lat od dnia wejœcia w ¿ycie Konstytucji Rada Ministrów przedstawi Sejmowi projekty ustaw niezbêdnych do stosowania Konstytucji;konstytucja
Ustawy wprowadzaj¹ce w ¿ycie art. 176 ustawa 1 w zakresie dotycz¹cym postêpowania przed s¹dami administracyjnymi zostan¹ uchwalone przed up³ywem 5 lat od dnia wejœcia w ¿ycie Konstytucji;konstytucja
Do czasu wejœcia w ¿ycie tych ustaw obowi¹zuj¹ przepisy dotycz¹ce rewizji nadzwyczajnej od orzeczeñ Naczelnego S¹du Administracyjnego;konstytucja
W okresie 4 lat od dnia wejœcia w ¿ycie Konstytucji w sprawach o wykroczenia orzekaj¹ kolegia do spraw wykroczeñ przy s¹dach rejonowych, przy czym o karze aresztu orzeka s¹d;konstytucja
Odwo³anie od orzeczenia kolegium rozpoznaje s¹d;konstytucja
Kadencja konstytucyjnych organów w³adzy publicznej i osób wchodz¹cych w ich sk³ad wybranych lub powo³anych przed wejœciem w ¿ycie Konstytucji koñczy siê z up³ywem okresu ustalonego w przepisach obowi¹zuj¹cych przed dniem wejœcia w ¿ycie Konstytucji;konstytucja
W przypadku gdy przepisy obowi¹zuj¹ce przed dniem wejœcia w ¿ycie Konstytucji nie ustala³y tej kadencji, a od dnia wyboru lub powo³ania up³yn¹³ okres d³u¿szy ni¿ ustalony przez Konstytucjê, kadencja konstytucyjna organów w³adzy publicznej lub osób wchodz¹cych w ich sk³ad up³ywa po roku od dnia wejœcia w ¿ycie Konstytucji;konstytucja
W przypadku gdy przepisy obowi¹zuj¹ce przed dniem wejœcia w ¿ycie Konstytucji nie ustala³y tej kadencji, a od dnia wyboru lub powo³ania up³yn¹³ okres krótszy ni¿ ustalony przez Konstytucjê dla konstytucyjnych organów w³adzy publicznej lub osób wchodz¹cych w ich sk³ad, czas, w którym organy te lub osoby pe³ni³y funkcje wed³ug przepisów dotychczasowych, wlicza siê do kadencji ustalonej w Konstytucji;konstytucja
W okresie 2 lat od dnia wejœcia w ¿ycie Konstytucji orzeczenia Trybuna³u Konstytucyjnego o niezgodnoœci z Konstytucj¹ ustaw uchwalonych przed dniem jej wejœcia w ¿ycie nie s¹ ostateczne i podlegaj¹ rozpatrzeniu przez Sejm, który mo¿e odrzuciæ orzeczenie Trybuna³u Konstytucyjnego wiêkszoœci¹ 2/3 g³osów, w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
Nie dotyczy to orzeczeñ wydanych w nastêpstwie pytañ prawnych do Trybuna³u Konstytucyjnego;konstytucja
Postêpowanie w sprawach o ustalenie przez Trybuna³ Konstytucyjny powszechnie obowi¹zuj¹cej wyk³adni ustaw, wszczête przed wejœciem w ¿ycie Konstytucji, podlega umorzeniu;konstytucja
Z dniem wejœcia w ¿ycie Konstytucji uchwa³y Trybuna³u Konstytucyjnego w sprawie ustalenia wyk³adni ustaw trac¹ moc powszechnie obowi¹zuj¹c¹;konstytucja
W mocy pozostaj¹ prawomocne wyroki s¹du oraz inne prawomocne decyzje organów w³adzy publicznej, podjête z uwzglêdnieniem znaczenia przepisów ustalonego przez Trybuna³ Konstytucyjny w drodze powszechnie obowi¹zuj¹cej wyk³adni ustaw;konstytucja
W okresie roku od dnia wejœcia w ¿ycie Konstytucji ustawa bud¿etowa mo¿e przewidywaæ pokrywanie deficytu bud¿etowego przez zaci¹ganie zobowi¹zañ w centralnym banku pañstwa;konstytucja
Umowy miêdzynarodowe ratyfikowane dotychczas przez Rzeczpospolit¹ Polsk¹ na podstawie obowi¹zuj¹cych w czasie ich ratyfikacji przepisów konstytucyjnych i og³oszone w Dzienniku Ustaw uznaje siê za umowy ratyfikowane za uprzedni¹ zgod¹ wyra¿on¹ w ustawie i stosuje siê do nich przepisy art. 91 Konstytucji, je¿eli z treœci umowy miêdzynarodowej wynika, ¿e dotycz¹ one kategorii spraw wymienionych w art. 89 ustawa 1 Konstytucji;konstytucja
Rada Ministrów w ci¹gu 2 lat od wejœcia w ¿ycie Konstytucji przedstawi Sejmowi wykaz umów miêdzynarodowych zawieraj¹cych postanowienia niezgodne z Konstytucj¹;konstytucja
Senatorowie wybrani przed dniem wejœcia w ¿ycie Konstytucji, którzy nie ukoñczyli 30 lat, zachowuj¹ swoje mandaty do koñca kadencji, na któr¹ zostali wybrani;konstytucja
Po³¹czenie mandatu pos³a lub senatora z funkcj¹ lub zatrudnieniem, których dotyczy zakaz okreœlony w art. 103, powoduje wygaœniêcie mandatu po up³ywie miesi¹ca od dnia wejœcia w ¿ycie Konstytucji, chyba ¿e pose³ albo senator wczeœniej zrzeknie siê funkcji albo ustanie zatrudnienie;konstytucja
Sprawy bêd¹ce przedmiotem postêpowania ustawodawczego albo przed Trybuna³em Konstytucyjnym b¹dŸ Trybuna³em Stanu, a rozpoczête przed wejœciem w ¿ycie Konstytucji, s¹ prowadzone zgodnie z przepisami konstytucyjnymi obowi¹zuj¹cymi w dniu rozpoczêcia sprawy;konstytucja
W okresie 2 lat od dnia wejœcia w ¿ycie Konstytucji Rada Ministrów ustali, które z uchwa³ Rady Ministrów oraz zarz¹dzeñ ministrów lub innych organów administracji rz¹dowej, podjête lub wydane przed dniem wejœcia w ¿ycie Konstytucji, wymagaj¹ - stosownie do warunków okreœlonych w art. 87 ustawa 1 i art. 92 Konstytucji - zast¹pienia ich przez rozporz¹dzenia wydane na podstawie upowa¿nienia ustawy, której projekt w odpowiednim czasie Rada Ministrów przedstawi Sejmowi;konstytucja
W tym samym okresie Rada Ministrów przedstawi Sejmowi projekt ustawy okreœlaj¹cej, które akty normatywne organów administracji rz¹dowej, wydane przed dniem wejœcia w ¿ycie Konstytucji, staj¹ siê uchwa³ami albo zarz¹dzeniami w rozumieniu art. 93 Konstytucji;konstytucja
Obowi¹zuj¹ce w dniu wejœcia w ¿ycie Konstytucji akty prawa miejscowego oraz przepisy gminne staj¹ siê aktami prawa miejscowego w rozumieniu art. 87 ustawa 2 Konstytucji;konstytucja
Rodowód Jezusa Chrystusa, syna Dawida, syna Abrahama;ewangelia
"Abraham by³ ojcem Izaaka; Izaak ojcem Jakuba; Jakub ojcem Judy i jego braci;  Juda zaœ by³ ojcem Faresa i Zary, których matk¹ by³a Tamar";ewangelia
"Fares by³ ojcem Ezrona; Ezron ojcem Arama;  Aram ojcem Aminadaba; Aminadab ojcem Naassona; Naasson ojcem Salmona;  Salmon ojcem Booza, a matk¹ by³a Rachab";ewangelia
Booz by³ ojcem Obeda, a matk¹ by³a Rut;ewangelia
Obed by³ ojcem Jessego,  a Jesse ojcem króla Dawida;ewangelia
Dawid by³ ojcem Salomona, a matk¹ by³a /dawna/ ¿ona Uriasza;ewangelia
"Salomon by³ ojcem Roboama; Roboam ojcem Abiasza; Abiasz ojcem Asy;  Asa ojcem Jozafata; Jozafat ojcem Jorama; Joram ojcem Ozjasza;  Ozjasz ojcem Joatama; Joatam ojcem Achaza; Achaz ojcem Ezechiasza;  Ezechiasz ojcem Manassesa; Manasses ojcem Amosa; Amos ojcem Jozjasza;  Jozjasz ojcem Jechoniasza i jego braci w czasie przesiedlenia babiloñskiego";ewangelia
"Po przesiedleniu babiloñskim Jechoniasz by³ ojcem Salatiela; Salatiel ojcem Zorobabela;  Zorobabel ojcem Abiuda; Abiud ojcem Eliakima; Eliakim ojcem Azora;  Azor ojcem Sadoka; Sadok ojcem Achima; Achim ojcem Eliuda;  Eliud ojcem Eleazara; Eleazar ojcem Mattana; Mattan ojcem Jakuba;  Jakub ojcem Józefa, mê¿a Maryi, z której narodzi³ siê Jezus, zwany Chrystusem";ewangelia
"Tak wiêc w ca³oœci od Abrahama do Dawida jest czternaœcie pokoleñ; od Dawida do przesiedlenia babiloñskiego czternaœcie pokoleñ; od przesiedlenia babiloñskiego do Chrystusa czternaœcie pokoleñ";ewangelia
Z narodzeniem Jezusa Chrystusa by³o tak;ewangelia
Po zaœlubinach Matki Jego, Maryi, z Józefem, wpierw nim zamieszkali razem, znalaz³a siê brzemienn¹ za spraw¹ Ducha Œwiêtego;ewangelia
M¹¿ Jej, Józef, który by³ cz³owiekiem sprawiedliwym i nie chcia³ naraziæ Jej na znies³awienie, zamierza³ oddaliæ J¹ potajemnie;ewangelia
"Gdy powzi¹³ tê myœl, oto anio³ Pañski ukaza³ mu siê we œnie i rzek³: Józefie, synu Dawida, nie bój siê wzi¹æ do siebie Maryi, twej Ma³¿onki; albowiem z Ducha Œwiêtego jest to, co siê w Niej poczê³o";ewangelia
Porodzi Syna, któremu nadasz imiê Jezus, On bowiem zbawi swój lud od jego grzechów;ewangelia
A sta³o siê to wszystko, aby siê wype³ni³o s³owo Pañskie powiedziane przez Proroka:  Oto Dziewica pocznie i porodzi Syna, któremu nadadz¹ imiê Emmanuel, to znaczy: Bóg z nami;ewangelia
Zbudziwszy siê ze snu, Józef uczyni³ tak, jak mu poleci³ anio³ Pañski: wzi¹³ swoj¹ Ma³¿onkê do siebie,  lecz nie zbli¿a³ siê do Niej, a¿ porodzi³a Syna, któremu nada³ imiê Jezus;ewangelia
Gdy zaœ Jezus narodzi³ siê w Betlejem w Judei za panowania króla Heroda, oto Mêdrcy ze Wschodu przybyli do Jerozolimy  i pytali: Gdzie jest nowo narodzony król ¿ydowski;ewangelia
Ujrzeliœmy bowiem jego gwiazdê na Wschodzie i przybyliœmy oddaæ mu pok³on;ewangelia
Skoro to us³ysza³ król Herod, przerazi³ siê, a z nim ca³a Jerozolima;ewangelia
Zebra³ wiêc wszystkich arcykap³anów i uczonych ludu i wypytywa³ ich, gdzie ma siê narodziæ Mesjasz;ewangelia
Ci mu odpowiedzieli: W Betlejem judzkim, bo tak napisa³ Prorok:  A ty, Betlejem, ziemio Judy, nie jesteœ zgo³a najlichsze spoœród g³ównych miast Judy, albowiem z ciebie wyjdzie w³adca, który bêdzie pasterzem ludu mego, Izraela;ewangelia
Wtedy Herod przywo³a³ potajemnie Mêdrców i wypyta³ ich dok³adnie o czas ukazania siê gwiazdy;ewangelia
A kieruj¹c ich do Betlejem, rzek³: Udajcie siê tam i wypytujcie starannie o Dzieciê, a gdy Je znajdziecie donieœcie mi, abym i ja móg³ pójœæ i oddaæ Mu pok³on;ewangelia
Oni zaœ wys³uchawszy króla, ruszyli w drogê;ewangelia
A oto gwiazda, któr¹ widzieli na Wschodzie, sz³a przed nimi, a¿ przysz³a i zatrzyma³a siê nad miejscem, gdzie by³o Dzieciê;ewangelia
Gdy ujrzeli gwiazdê, bardzo siê uradowali;ewangelia
"Weszli do domu i zobaczyli Dzieciê z Matk¹ Jego, Maryj¹; upadli na twarz i oddali Mu pok³on";ewangelia
I otworzywszy swe skarby, ofiarowali Mu dary: z³oto, kadzid³o i mirrê;ewangelia
"A otrzymawszy we œnie nakaz, ¿eby nie wracali do Heroda, inn¹ drog¹ udali siê do swojej ojczyzny,  Gdy oni odjechali, oto anio³ Pañski ukaza³ siê Józefowi we œnie i rzek³: Wstañ, weŸ Dzieciê i Jego Matkê i uchodŸ do Egiptu; pozostañ tam, a¿ ci powiem; bo Herod bêdzie szuka³ Dzieciêcia, aby Je zg³adziæ";ewangelia
"On wsta³, wzi¹³ w nocy Dzieciê i Jego Matkê i uda³ siê do Egiptu;  tam pozosta³ a¿ do œmierci Heroda";ewangelia
Tak mia³o siê spe³niæ s³owo, które Pan powiedzia³ przez Proroka: Z Egiptu wezwa³em Syna mego;ewangelia
Wtedy Herod widz¹c, ¿e go Mêdrcy zawiedli, wpad³ w straszny gniew;ewangelia
